Time,RPM,MPH,Throttle,Load,Fuel Status
16:35:52.933201,822,0.0,12.9411764706,28.6274509804,0200
16:35:53.154217,878,0.0,12.9411764706,26.6666666667,0200
16:35:53.367472,902,0.0,12.9411764706,24.7058823529,0200
16:35:53.569854,906,0.0,12.9411764706,24.7058823529,0200
16:35:53.863321,883,0.0,12.9411764706,25.8823529412,0200
16:35:54.68430,859,0.0,12.9411764706,25.8823529412,0200
16:35:54.281818,843,0.0,13.3333333333,29.8039215686,0200
16:35:54.594764,882,0.0,13.7254901961,30.9803921569,0200
16:35:54.853395,976,0.0,14.1176470588,30.9803921569,0200
16:35:55.64348,1089,0.0,14.1176470588,28.6274509804,0200
16:35:55.265653,1171,0.0,14.1176470588,26.6666666667,0200
16:35:55.479013,1222,0.0,14.1176470588,25.8823529412,0200
16:35:55.686741,1234,0.0,13.7254901961,23.9215686275,0200
16:35:55.950024,1230,0.0,13.7254901961,23.9215686275,0200
16:35:56.149633,1212,0.0,13.7254901961,24.7058823529,0200
16:35:56.366632,1203,0.0,13.7254901961,24.7058823529,0200
16:35:56.627807,1200,0.0,13.7254901961,24.7058823529,0200
16:35:56.872979,1207,0.0,14.1176470588,24.7058823529,0200
16:35:57.71270,1210,0.0,14.1176470588,24.7058823529,0200
16:35:57.292544,1222,0.0,14.1176470588,24.7058823529,0200
16:35:57.526250,1230,0.0,14.1176470588,24.7058823529,0200
16:35:57.726998,1230,0.0,13.7254901961,24.7058823529,0200
16:35:57.971856,1230,0.0,13.7254901961,24.7058823529,0200
16:35:58.167173,1229,0.0,13.7254901961,24.7058823529,0200
16:35:58.376888,1222,0.0,12.1568627451,18.8235294118,0200
16:35:58.636889,1093,0.0,13.3333333333,20.0,0200
16:35:58.840711,982,0.0,13.3333333333,23.9215686275,0200
16:35:59.58091,839,0.0,12.5490196078,25.8823529412,0200
16:35:59.328461,781,0.0,12.9411764706,25.8823529412,0200
16:35:59.534044,710,0.0,12.9411764706,26.6666666667,0200
16:35:59.735915,679,0.0,12.1568627451,27.8431372549,0200
16:36:0.2578,671,0.0,12.1568627451,27.8431372549,0200
16:36:0.211852,660,0.0,12.5490196078,27.8431372549,0200
16:36:0.432970,652,0.0,12.5490196078,27.8431372549,0200
16:36:0.715260,644,0.0,12.5490196078,27.8431372549,0200
16:36:0.948014,648,0.0,12.5490196078,27.8431372549,0200
16:36:1.167509,640,0.0,12.5490196078,27.8431372549,0200
16:36:1.427812,648,0.0,12.5490196078,27.8431372549,0200
16:36:1.626053,648,0.0,12.5490196078,27.8431372549,0200
16:36:1.827769,640,0.0,12.5490196078,27.8431372549,0200
16:36:2.89091,644,0.0,12.1568627451,27.8431372549,0200
16:36:2.295559,644,0.0,12.5490196078,27.8431372549,0200
16:36:2.490065,644,0.0,12.1568627451,27.8431372549,0200
16:36:2.752448,648,0.0,12.5490196078,27.8431372549,0200
16:36:2.986634,652,0.0,12.5490196078,27.8431372549,0200
16:36:3.188617,652,0.0,12.5490196078,27.8431372549,0200
16:36:3.447607,648,0.0,12.1568627451,27.8431372549,0200
16:36:3.683841,644,0.0,12.1568627451,27.8431372549,0200
16:36:3.884947,648,0.0,12.1568627451,27.8431372549,0200
16:36:4.137872,652,0.0,12.1568627451,27.8431372549,0200
16:36:4.346497,652,0.0,12.1568627451,27.8431372549,0200
16:36:4.547264,648,0.0,12.5490196078,27.8431372549,0200
16:36:4.776613,643,0.0,12.5490196078,27.8431372549,0200
16:36:4.993464,640,0.0,12.5490196078,27.8431372549,0200
16:36:5.209868,637,0.0,12.1568627451,27.8431372549,0200
16:36:5.482530,652,0.0,12.1568627451,27.8431372549,0200
16:36:5.686763,632,0.0,12.5490196078,27.8431372549,0200
16:36:5.882279,644,0.0,12.1568627451,27.8431372549,0200
16:36:6.110071,640,0.0,12.1568627451,27.8431372549,0200
16:36:6.313166,648,0.0,12.1568627451,27.8431372549,0200
16:36:6.549501,656,0.0,12.5490196078,27.8431372549,0200
16:36:6.810574,652,0.0,12.5490196078,27.8431372549,0200
16:36:7.36843,652,0.0,12.5490196078,27.8431372549,0200
16:36:7.227668,653,0.0,12.5490196078,27.8431372549,0200
16:36:7.451485,652,0.0,12.5490196078,27.8431372549,0200
16:36:7.668136,652,0.0,12.1568627451,27.8431372549,0200
16:36:7.865088,656,0.0,12.1568627451,27.8431372549,0200
16:36:8.136021,648,0.0,12.1568627451,27.8431372549,0200
16:36:8.357245,643,0.0,12.5490196078,27.8431372549,0200
16:36:8.569265,636,0.0,12.5490196078,27.8431372549,0200
16:36:8.874353,644,0.0,12.1568627451,27.8431372549,0200
16:36:9.73275,644,0.0,12.1568627451,27.8431372549,0200
16:36:9.276141,644,0.0,12.5490196078,27.8431372549,0200
16:36:9.488152,652,0.0,12.5490196078,27.8431372549,0200
16:36:9.698540,652,0.0,12.1568627451,27.8431372549,0200
16:36:9.884573,652,0.0,12.1568627451,27.8431372549,0200
16:36:10.103373,652,0.0,12.1568627451,27.8431372549,0200
16:36:10.277110,652,0.0,12.1568627451,27.8431372549,0200
16:36:10.449283,652,0.0,12.5490196078,27.8431372549,0200
16:36:10.687931,652,0.0,12.1568627451,27.8431372549,0200
16:36:10.879770,656,0.0,12.1568627451,27.8431372549,0200
16:36:11.52985,656,0.0,12.5490196078,27.8431372549,0200
16:36:11.249497,647,0.0,12.5490196078,27.8431372549,0200
16:36:11.455504,652,0.0,12.1568627451,27.8431372549,0200
16:36:11.624135,652,0.0,12.1568627451,27.8431372549,0200
16:36:11.931917,652,0.0,12.1568627451,27.8431372549,0200
16:36:12.106094,644,0.0,12.1568627451,27.8431372549,0200
16:36:12.288705,644,0.0,12.1568627451,27.8431372549,0200
16:36:12.504351,640,0.0,12.1568627451,27.8431372549,0200
16:36:12.718254,648,0.0,12.1568627451,27.8431372549,0200
16:36:12.910560,644,0.0,12.1568627451,27.8431372549,0200
16:36:13.147665,644,0.0,12.1568627451,27.8431372549,0200
16:36:13.343324,644,0.0,12.1568627451,27.8431372549,0200
16:36:13.549177,640,0.0,12.1568627451,27.8431372549,0200
16:36:13.771198,655,0.0,12.1568627451,27.8431372549,0200
16:36:13.983219,648,0.0,12.1568627451,27.8431372549,0200
16:36:14.185939,654,0.0,12.1568627451,27.8431372549,0200
16:36:14.388420,648,0.0,12.1568627451,27.8431372549,0200
16:36:14.619703,648,0.0,12.1568627451,27.8431372549,0200
16:36:14.824644,652,0.0,12.1568627451,27.8431372549,0200
16:36:15.91233,652,0.0,12.1568627451,27.8431372549,0200
16:36:15.294896,652,0.0,12.1568627451,27.8431372549,0200
16:36:15.503123,652,0.0,12.1568627451,27.8431372549,0200
16:36:15.797200,644,0.0,12.1568627451,27.8431372549,0200
16:36:16.738,642,0.0,12.1568627451,27.8431372549,0200
16:36:16.239013,648,0.0,12.1568627451,27.8431372549,0200
16:36:16.465247,656,0.0,12.1568627451,27.8431372549,0200
16:36:16.666304,652,0.0,12.1568627451,27.8431372549,0200
16:36:16.879064,644,0.0,12.1568627451,27.8431372549,0200
16:36:17.213476,640,0.0,12.1568627451,27.8431372549,0200
16:36:17.439059,648,0.0,12.1568627451,27.8431372549,0200
16:36:17.632523,652,0.0,12.1568627451,27.8431372549,0200
16:36:17.911090,652,0.0,12.1568627451,27.8431372549,0200
16:36:18.110645,648,0.0,12.1568627451,27.8431372549,0200
16:36:18.323496,644,0.0,12.1568627451,27.8431372549,0200
16:36:18.605454,644,0.0,12.1568627451,27.8431372549,0200
16:36:18.834226,648,0.0,12.1568627451,27.8431372549,0200
16:36:19.46837,644,0.0,12.1568627451,27.8431372549,0200
16:36:19.323692,644,0.0,12.1568627451,27.8431372549,0200
16:36:19.527370,641,0.0,12.1568627451,27.8431372549,0200
16:36:19.724466,647,0.0,12.1568627451,27.8431372549,0200
16:36:19.964456,644,0.0,12.1568627451,27.8431372549,0200
16:36:20.152853,632,0.0,12.1568627451,27.8431372549,0200
16:36:20.366524,636,0.0,12.1568627451,27.8431372549,0200
16:36:20.592599,644,0.0,12.1568627451,27.8431372549,0200
16:36:20.795013,644,0.0,12.1568627451,27.8431372549,0200
16:36:20.996221,644,0.0,12.1568627451,27.8431372549,0200
16:36:21.212125,656,0.0,12.1568627451,27.8431372549,0200
16:36:21.412942,648,0.0,12.1568627451,27.8431372549,0200
16:36:21.598924,649,0.0,12.1568627451,27.8431372549,0200
16:36:21.844399,644,0.0,12.1568627451,27.8431372549,0200
16:36:22.67951,652,0.0,12.1568627451,27.8431372549,0200
16:36:22.282250,644,0.0,12.1568627451,27.8431372549,0200
16:36:22.555423,644,0.0,12.1568627451,27.8431372549,0200
16:36:22.798103,652,0.0,12.1568627451,27.8431372549,0200
16:36:22.998250,656,0.0,12.1568627451,27.8431372549,0200
16:36:23.281771,648,0.0,12.1568627451,27.8431372549,0200
16:36:23.519892,652,0.0,12.1568627451,27.8431372549,0200
16:36:23.718209,648,0.0,12.1568627451,27.8431372549,0200
16:36:24.23441,653,0.0,12.1568627451,27.8431372549,0200
16:36:24.274575,644,0.0,12.1568627451,27.8431372549,0200
16:36:24.469573,638,0.0,12.1568627451,27.8431372549,0200
16:36:24.717101,648,0.0,12.1568627451,27.8431372549,0200
16:36:24.914800,652,0.0,12.1568627451,27.8431372549,0200
16:36:25.164582,652,0.0,12.1568627451,27.8431372549,0200
16:36:25.403657,648,0.0,12.1568627451,27.8431372549,0200
16:36:25.588950,649,0.0,12.1568627451,27.8431372549,0200
16:36:25.825583,644,0.0,12.1568627451,27.8431372549,0200
16:36:26.48728,652,0.0,12.1568627451,27.8431372549,0200
16:36:26.262257,652,0.0,12.1568627451,27.8431372549,0200
16:36:26.448887,656,0.0,12.1568627451,27.8431372549,0200
16:36:26.698559,652,0.0,12.1568627451,27.8431372549,0200
16:36:26.916603,652,0.0,12.1568627451,27.8431372549,0200
16:36:27.104253,652,0.0,12.1568627451,27.8431372549,0200
16:36:27.362912,648,0.0,12.1568627451,27.8431372549,0200
16:36:27.578447,644,0.0,12.1568627451,27.8431372549,0200
16:36:27.767830,642,0.0,12.1568627451,27.8431372549,0200
16:36:27.988323,644,0.0,12.1568627451,27.8431372549,0200
16:36:28.214281,644,0.0,12.1568627451,27.8431372549,0200
16:36:28.433273,640,0.0,12.1568627451,27.8431372549,0200
16:36:28.634429,648,0.0,12.1568627451,27.8431372549,0200
16:36:28.855717,648,0.0,12.1568627451,27.8431372549,0200
16:36:29.70558,640,0.0,12.1568627451,27.8431372549,0200
16:36:29.302948,652,0.0,12.1568627451,27.8431372549,0200
16:36:29.568094,644,0.0,12.1568627451,27.8431372549,0200
16:36:29.750184,648,0.0,12.1568627451,27.8431372549,0200
16:36:29.940218,652,0.0,12.1568627451,27.8431372549,0200
16:36:30.133660,652,0.0,12.1568627451,27.8431372549,0200
16:36:30.328827,656,0.0,12.1568627451,27.8431372549,0200
16:36:30.542331,656,0.0,12.1568627451,27.8431372549,0200
16:36:30.735603,652,0.0,12.1568627451,27.8431372549,0200
16:36:30.932622,648,0.0,12.1568627451,27.8431372549,0200
16:36:31.142896,644,0.0,12.1568627451,27.8431372549,0200
16:36:31.353190,648,0.0,12.1568627451,27.8431372549,0200
16:36:31.536718,635,0.0,12.1568627451,27.8431372549,0200
16:36:31.792470,644,0.0,12.1568627451,27.8431372549,0200
16:36:31.994615,644,0.0,12.1568627451,27.8431372549,0200
16:36:32.215568,644,0.0,12.1568627451,27.8431372549,0200
16:36:32.500623,644,0.0,12.1568627451,27.8431372549,0200
16:36:32.682096,652,0.0,12.1568627451,27.8431372549,0200
16:36:32.858103,648,0.0,12.1568627451,27.8431372549,0200
16:36:33.56733,656,0.0,12.1568627451,27.8431372549,0200
16:36:33.242236,652,0.0,12.1568627451,27.8431372549,0200
16:36:33.439529,652,0.0,12.1568627451,27.8431372549,0200
16:36:33.640699,640,0.0,12.1568627451,27.8431372549,0200
16:36:33.833649,640,0.0,12.1568627451,27.8431372549,0200
